Sentence,Label,MovieID,Review ID,SentID,FilmID,ReviewID,SentenceID
"Tijekom tog ljeta, Oliver polako otkriva Felixove obiteljske tajne.",1,,,,,,
"Rebecca Ferguson (Jessica) je i dalje maestralna u svojoj ulozi (časne) majke, kao i Josh Brolin u ulozi Gurneya Hallecka.",0,,,,,,
Navikli smo na karticama po završetku filma pročitati neku razdražujuću informaciju koja nas dodatno uvjerava da ima stvari na ovom svijetu koje su veće i od filma.,1,,,,,,
"Sve se zapravo čini kao prividna idila, koja se ubrzo počinje raspadati upravo u trenutku kada Alice počinje dobivati vizije, što za nju predstavlja upravo to – početak kraja idealnog života.",0,,,,,,
"Štoviše, film je najstrašniji onda kada se odmakne od jeftinih jump scare sekvenci i posveti se svojoj glavnom adutu, fantastičnoj ideji o mladoj ženi koja u drugom stanju očajnički pokušava preživjeti nasilje kojem je izložena, dok istovremeno mora odlučiti što napraviti s plodom kojeg nosi.",1,,,,,,
Odbija prihvatiti to što ona je.,1,,,,,,
"Rezultat je jedan od klasika horor žanra – Eggers je novu verziju realizirao uz poštovanje prema filmu snimljenom prije više od 100 godina, ali je u novu verziju ugradio vlastite ideje i potrudio se napraviti odmak (misija uspješna) od filma redatelja F.W. Murnaua…",0,,,,,,
"Baš kao što će takvima ostati i svi oni gledatelji koji Bergerovom čedu pristupe kao tko-zna-kako dubokoumnom ostvarenju koje bi ih trebalo nagnati na preispitivanje bilo Crkve kao institucije, bilo vlastitih teoloških stajališta.",0,,,,,,
"Eggersov vampir je pravi negativac, truli, prekriven crvima, te djeluje kao demonski leš, a ne kao uglađeni tip u fraku koji se sprema na dvadesetu godišnjicu mature Ekonomsko-birotehničke škole.",1,,,,,,
Lithgow i Tucci zapravo prikazuju dva naizgled vrlo različita lika.,1,,,,,,
U “Ubojstvu u Veneciji” njegov je Poirot manje teatralan i razmetljiv – slavni je detektiv znatno više nesiguran (u sebe odnosno vlastitu percepciju događaja) i ranjiv.,0,,,,,,
"Bez obzira što  je Ti West za ovaj film dao posvetu sasvim drugačijim filmovima nego što je to bio slučaj u „X“, on svejedno izgleda kao njegov savršen spoj, i to upravo kroz tu prividnu razliku.",0,,,,,,
"S obzirom na ljestvice gledanosti, možemo sa sigurnošću reći kako će budžet od skromnih 14 milijuna dolara biti višestruko vraćen.",1,,,,,,
"Kadriranje njenog lica itekako je uvjerljivo kada kroz tu svoju nevinost ne uspijeva ostvariti svoje ciljeve, nakon čega slijedi vrisak razočaranja i frustracija koji mogu djelovati patetično, ali u izvedbi Mie Goth itekako funkcionira u svojoj morbidnosti.",0,,,,,,
"Uspjeh koji je napravio s „Get Outom“ uistinu je vrijedan svakog poštovanja, tim više što je za njega nagrađen i Oscarom u kategoriji najboljeg scenarija, što je prava rijetkost kada su u pitanju filmovi horor žanra.",0,,,,,,
Bilo je smiješno kako me priča malo podsjetila na jedan drugi južnokorejski film u kojem je također ostao stan nakon jakog potresa pod nazivom Concrete Utopia.,1,,,,,,
"Npr., kako se duhovi prizivaju, kako se puštaju u tijelo, što zatim mogu raditi i kada postaju preopasni.",1,,,,,,
Ona dolazi upravo od tih “edgy” scena kao što je scena u kadi.,2,,,,,,
"O činjenici da se na njih gleda kao na komade mesa, ali i o činjenici da one same nerijetko pristaju na takvu objektivizaciju zbog bogatstva, slave i osjećaja odobravanja i prihvaćanja.",1,,,,,,
U koju kategoriju pripada “Ostarjeli” kada je o Shyamalanovoj filmografiji riječ?,1,,,,,,
"Kada dobije otkaz jer je prestara (a gledatelji ne žele gledati neku staricu u kombinezonu kako izvodi fitness vježbe), život joj se skoro uruši.",1,,,,,,
"Kao debitantski projekt, Smile je i više no solidan film.",0,,,,,,
"Međutim, problem nastaje u samoj priči, odnosno scenariju koji je pisala Katie Sibelrman, scenaristica s kojom je Wilde surađivala i na svom prvom filmu.",2,,,,,,
Ovdje moram izdvojiti scenu kada Thomas pristiže u Orlokov (tj. Nosferatuov) dvorac.,1,,,,,,
„Muškarci“ su idealan naslov za ovaj film.,1,,,,,,
"I dok Jack  pleše ispred hrpe neznanaca glumeći sreću, stvarna slika događa se u izvedbi Alice, i to upravo, sasvim prigodno, u zahodu, kao savršenom simbolu smrada upravo takvog života.",1,,,,,,
Egerton mu uveliko u tome pomaže.,1,,,,,,
Moram priznati kako sam bio iznimno počašćen kada mi je stigao poziv za posebnu kino projekciju ovog filma.,0,,,,,,
Bolest i smrt kao kazna za način života i dekadenciju društva – Orlock i njegovi sljedbenici su nešto poput Ducarda i “Lige sjena” odnosno njegovih planova za stanovnike Gothama.,2,,,,,,
"U tom je pogledu, bez obzira što se tako ne čini, njegov lik itekako bitan.",0,,,,,,
"A što tek reći za starog lisca Michaela Wincotta, kojeg mi je uvijek drago vidjeti na filmu.",0,,,,,,
"Nažalost, izuzev finala filma, Bezgrešnoj fali hrabrosti i odlučnosti, što se kod horor naslova najviše osjeti u lijenim zastrašivanjima i slaboj karakterizaciji likova koji služe isključivo kao puko sredstvo guranja radnje.",2,,,,,,
Što se tiče šokantnih scena o kojima se priča – na njih stvarno nemam neki pametan komentar.,0,,,,,,
"Potpuno luđaštvo, divlja bolesnoća na tragu najplodonosnije faze Davida Cronenberga iz osamdesetih, a očigledno je u ""Supstanci"" da su joj uz oca body horora među uzorima i David Lynch, John Carpenter, Michael Haneke i brojni korejski filmaši.",0,,,,,,
Zašto se podvrgavati takvim vizualnim užasima?,2,,,,,,
"Edgar Allan Poe, jedna od najznačajnijih figura američkog književnog romantizma, famozno je izjavio kako ne postoji ništa poetičnije od smrti predivne žene.",1,,,,,,
"Gledajući njegov lik, do izraza najviše dolazi western dio priče samog filma, a koji ne samo da je prikazao njegov portret, već je pronašao i davno izgubljeno vrijeme starinskog načina snimanja filmova.",1,,,,,,
"Možda je to čudno pročitati kao prednost, posebice kad to napiše ljubitelj horora, i nije da mi to istovremeno nije i zamjerka, o čemu ću malo kasnije, ali u pogledu žanra kojim najviše koketira smatram kako je to uistinu vrijednost filma.",1,,,,,,
"Srećom, izbora itekako imate.",0,,,,,,
"Uvijek je bilo krvožedne publike, a autori serijala “Saw” ostvarili su pozamašan financijski rezultat kladeći se na tu komponentu.",1,,,,,,
"Osim toga ima nešto plemenito u gledanju tako determiniranog i samouvjerenog umjetnika na djelu, iako je Fincher, baš kao i njegov lik u filmu, ovoga puta promašio.",1,,,,,,
U kino s Jamesom.,1,,,,,,
"Okej, ako baš hoćete i o misteriji, prihvaćam i to, ali mi se nekako čini kako je ovdje prije svega riječ o opsesiji, odnosno o svim njenim posljedicama.",1,,,,,,
"Anya Taylor-Joy, svojevrsna djevojka trenutka, tumači naslovnu drumsku ratnicu dostojno cipela Charlize Theron u koje je uskočila, no Chris Hemsworth kao njezina nemeza Dementus ostaje nedorečen, čas bismo trebali vjerovati da je nesposobnjaković, čas da je strašno opasan.",1,,,,,,
"Zapravo, sve ovo navedno stane u onom njegovom prodornom životinjskom pogledu.",1,,,,,,
"Ali ga vidimo s leđa, zajedno s njegovim autom pa ne možemo potvrditi kako je to stvarno on.",1,,,,,,
"Glavni razlog za otkazivanje svakako je scenarij, odnosno dijalozi koji su totalno neprirodni, neuvjerljivi i totalno nepovezani sa onim što se vizualno događa na filmu.",2,,,,,,
Uopće ne znam postoji li ocjena koja bi se na ovakav film mogla primijeniti…,1,,,,,,
"Uloga koju Moore igra u ""The Supstance"" u početku jako podsjeća na njenu stvarnost.",1,,,,,,
"Uostalom, to je samo seks.",1,,,,,,
"Zasigurno jedan od najboljih primjera je i Sofia Coppola sa svojim sad već kultnim filmom „The Virgin Suicides“, dok je najsvježija glumačko – redateljska priča svakako ona Grete Gerwig koja je s debitantskim filmom „Lady Bird“ pokazala sav svoj talent koji je kasnije još više potvrdila s „Little Women“ i posebice „Barbie“
",0,,,,,,
"Uostalom, nije li Clarence Worley rekao kako je nakon kina najbolje pojesti komadić pite i razgovarati o filmu.",1,,,,,,
"Kao i njegovi prethodnici, negdje na razmeđi zombijevskog žanra i filma o opsjednutosti, “Evil Dead Rise” igra po pravilima obje struje horora, ali novi nastavak donosi i neke strašne novitete poput family-pack deadita, a pritom uspijeva i odraditi posvete klasicima strave kao što je “The Shining” Stanleyja Kubricka kad u jednoj od scena ispusti dizalo puno krvi.",0,,,,,,
Vjerojatno tu baš i leži dilema oko pitanja hoće li film „Everything Everywhere All at Once” postati novi filmski klasik.,0,,,,,,
"Isto tako je i smiješan, ali na pravi način i u pravim trenucima.",0,,,,,,
Radnja filma vraća nas u 19. stoljeće – godina je 1838.,1,,,,,,
"U tom ‘idiličnom’ svijetu, Florence Pugh je Alice (ne slučajno kao ona u zemlji čudesa), a njezin muž je Jack (Harry Styles).",1,,,,,,
"Realno govoreći, film nije za one slabog želuca, ali je možda jedan od najboljih u čitavoj franšizi, ako ne i najbolji.",1,,,,,,
"Iako se nikad njima ne bavi izričito, Miller nedvojbeno prikazuje kamo vodi egoistični kapitalizam i koje vrijednosti su potrebne da mu se suprotstave.",1,,,,,,
"Ono što se meni nije svidjelo kod originala, upravo je bila osobnost glavnih protagonista, tako da je ovaj film bio ugodno iznenađenje po tom pitanju, a što je itekako utjecalo na moj pozitivniji ali i uvjerljiviji pogled na samu priču.",0,,,,,,
Nakon toga radnja se većinom muči kroz neke ideje o tugovanju i niz jump scare ili fake-out scare scena.,2,,,,,,
"Baš kao i u filmu Trokut tuge, besramno bogati suočeni su sa svojim dekadentnim ponašanjem zahvaljujući čovjeku kojega idoliziraju, ali samo kao svojeg slugu.",1,,,,,,
"A život je prekratak.” Postoji nekoliko načina da prepoznate pravog horor zaljubljenika, a jedan od njih je poznavanje rada određenog redatelja, odnosno filmova koje je snimio.",1,,,,,,
"Nije za baciti, ali daleko od sjajnog.",1,,,,,,
"Vjerojatno bivajući i sami svjesni toga Fincher i scenarist Andrew Kevin Walker (njihova prva zajednička suradnja od filma “Seven”), su se odlučili za vrlo tajanstven pristup ne nudeći nikakva objašnjenja i odgovore, lišivši glavnog lika bilo kakve motivacijske strukture, krcajući film žestokim nihilizmom.",2,,,,,,
"Nakon razočaravajućeg prethodnika (“Smrt na Nilu”), “Ubojstvo u Veneciji” mogao bi u budućnosti donijeti još neki slučaj slavnog detektiva u režiji/interpretaciji Kennetha Branagha.",1,,,,,,
"Furiosa: Pobješnjeli Max saga (Furiosa: A Mad Max Saga, 2024) živi na lovorikama okorjelog lika kojeg je redatelj i scenarist George Miller uspio stvoriti uz pomoć Theron.",1,,,,,,
Nije tek riječ o horor filmu godine kojeg ćemo u potpunosti zaboraviti.,1,,,,,,
"Nema naznake da će se išta loše dogoditi (makar je najveća naznaka to što gledamo horor film) kao u danskoj verziji, već je sve mrvicu prepravljeno da bude sigurnije.",2,,,,,,
"Peele taj osjećaj stvara kroz svojevrsnu „Zonu sumraka“, a koja u nama rađa upravo tu (opasnu) opsesiju za spektaklom.",1,,,,,,
"Uostalom, sav taj lanac događaja koji pratimo u filmu, jednostavno ne bi imao smisla bez tog zvuka (oblaka).",1,,,,,,
Tko je više iznenađen vidjeti da ambiciozan Amerikanac krši pravila i onoliko drsko koliko i smiono uspijeva postati multimilijarder?,2,,,,,,
"Na taj način oni oboje, zajedno s ostalim likovima, upadaju u istu zamku bez obzira na dobre i(li) loše namjere.",1,,,,,,
"Na isti način bi mogla reagirati upravo ciljana publika na „Nope“, posebice oni koji će napraviti sve, pa i prijeći granice dobrog ukusa, samo da bi dobili svojih „pet minuta slave“.",1,,,,,,
"Jedan od njih je i nastup časne sestre Agneze (Isabella Rossellini) čija se prisutnost u konklavi svodi na dvorenje prelata, što uredno i tiho obavlja veći dio filma, a u završnici ipak odlučuje iznijeti podlu urotu jednog od favorita pa pred cijelim zborom održi tiradu koja će ga izbaciti iz utrke.",1,,,,,,
Ostatak grupe mjeri vrijeme i spremno čeka da prekine kontakt prije isteka 90 sekundi.,1,,,,,,
Ona poziva Poirota na seansu na Noć vještica.,1,,,,,,
"Brutalna je to modernistička satira koja me po stilu režije i montaži podsjetila i na remek-djelo Darrena Aronofskog ""Rekvijem za snove"", a vjerojatno najbolju ulogu u karijeri ostvarila je ovdje Demi Moore.",0,,,,,,
I onda se pojavi neki krkan iz Donjeg Lapca koji ima TikTok kanal gdje kenja po svemu i posere se po onome što je ovaj napravio.,0,,,,,,
"Upravo je to najbolja moguća preporuka za javljanje na kino poziv i razgovor s ovim uistinu hvale vrijednim filmom, posebice ako ste ljubitelji horor/triler žanra.",1,,,,,,
Tako ju primjećuje grupa otpadnika kojima se učini kao unosan plijen.,1,,,,,,
Vjerujem da će sama završnica filma imati podijeljene reakcije.,1,,,,,,
"Sve pohvale u tom pogledu idu i redatelju koji ovaj put nije išao na sigurno, i zato vjerujem kako ćete se iznenaditi kada vidite u kojem će se smjeru razviti stvari za neke od njih.",0,,,,,,
"I da, ovo što kažem je dosta naklapanja u prazno.",1,,,,,,
Prkos.,1,,,,,,
"No to se odnosi na nekoliko detalja, to jest, nekoliko scena u Furiosi.",1,,,,,,
"Jer, htjeli mi to priznati ili ne, svi mi žudimo upravo za spektaklom i pažnjom, bilo da se radi o društvenim mrežama ili pak taj isti spektakl tražimo po vijestima ili na kraju krajeva samim odlaskom u kino, gledajući spektakl fikcije.",1,,,,,,
"Praktični efekti su jako dobri, a ako ste ljubitelji torture porna, mislim kako ćete itekako biti zadovolj(e)ni.",0,,,,,,
I ta činjenica zapravo igra u korist The Substance.,0,,,,,,
Kao Hrvat na kraju 2024. s pogledom na pravdu našeg pravosuđa samo u ovoj godini gledao sam ga kao foršpan naše budućnosti.,1,,,,,,
"U glavnim ulogama zatekli su se legendarni Christian Bale, naš protagonist, te Harry Melling, deuteragonist koji glumi ranije spomenutog Edgara Allana Poea.",1,,,,,,
Kendrick koristi četiri ključne razine priče.,1,,,,,,
"Kada na filmu dobijete priliku surađivati sa takvim talentima, onda znate kako će konačni rezultat biti itekako zadovoljavajući.",1,,,,,,
Razmišljamo li ikad kakvu glazbu plaćeni ubojica sluša.,1,,,,,,
"Po američkom zakonu, kao civila ga sud poziva za porotnika na izvršenje obveze građanske dužnosti u suđenju koje ga se tiče, ispostavlja se u uvodniku filma.",1,,,,,,
"Film također nikada ne postaje naporan i dosadan , jer si cijelo vrijeme investiran u njega i čekaš da se nešto dogodi što će imati utjecaj na daljnji tijek događanja.",2,,,,,,
"(Nije vijest za gledatelje franšize, ali odmah je relevantna za ono što će se odvijati u filmu.)",1,,,,,,
"Pa ipak, jasno mi je da je cilj prvenstveno bilo razmišljanje o onome što gledamo kroz kadar, ali i sam odnos između likova.",1,,,,,,
"Autor osnovnoj postavci pruža neočekivanu dozu napetosti, a neki put i humora, naročito u scenama kada su likovi blizu da shvate ozbiljnost svoje situacije, ali tu priliku propuštaju.",1,,,,,,
"Prvo što zapažamo je vizualna spektakularnost, Berger i njegov direktor fotografije Stephane Fontaine zaista imaju dobro oko za filmsku sliku, uspijevaju aranžirati i koreografirati iznimno atraktivne prizore, kako u rovovima Prvog svjetskog rata, u kojima im je doduše pomogla i ekipa za specijalne efekte, tako i u vatikanskim odajama i dvorištima koji su sami po sebi specijalni efekti.",2,,,,,,
"Taj Vest to i radi, zadržavajući našu pažnju činjenicom da su mu i likovi zanimljiviji i dopadljiviji nego što sam očekivao, odnosno da neki od njih imaju dubinu koja nije baš karakteristična za ovakav tip filma.",0,,,,,,
"Onda usred glasanja zaista eksplodira bomba i površno rani neke od kardinala u sekvenci za koju sam se nadala da se samo fantazija ili san, da ne govorimo o potrebi za izolacijom dok jedan od kardinala neprestano traži informacije iz vanjskog svijeta poput amaterskog detektiva.",1,,,,,,
"Jer, obzira u kakvim filmovima glumio, gotovo je sigurno kako će on biti na visini zadatka.",0,,,,,,
"Pri kraju, Kramer se pridružuje grupi za podršku raka i upoznaje čovjeka po imenu Henry Kessler (Michael Beach) koji će mu kasnije ispričati o čudesnom lijeku protiv raka i da mu je to spasilo život.",1,,,,,,
To su samo neki od glavnih motiva i tema s kojima se bavi drugi dio prve knjige Dune.,1,,,,,,
"Umjesto toga, treba ilustrirati stvarna zla svijeta uz nedjela fiktivnog lika.",1,,,,,,
